id,fdc_id,name,origin_dataset,is_whole_food,is_vegetarian,shortened_name,emojis,popular_score
1728,2341269,"Pork, carnitas",survey_fndds_food,True,False,"Pork, carnitas",🐖🥩,4
1731,2341272,"Pork, chop, lean and fat eaten",survey_fndds_food,True,False,"Pork, chop",🐖🥩,4
1738,2341279,"Pork, steak, lean and fat eaten",survey_fndds_food,True,False,"Pork, steak",🐖🥩,4
1741,2341282,"Pork, tenderloin",survey_fndds_food,True,False,"Pork, tenderloin",🐖🥩,4
1742,2341283,Ham,survey_fndds_food,True,False,Ham,🐖,5
1743,2341284,"Ham, prosciutto",survey_fndds_food,True,False,"Ham, prosciutto",🐖🍖,4
1744,2341285,"Ham, canned",survey_fndds_food,True,True,"Ham, canned",🐖🥫,4
1745,2341286,"Ham, ground",survey_fndds_food,True,False,"Ham, ground",🐖🍖,4
1746,2341287,"Pork, roast",survey_fndds_food,True,False,"Pork, roast",🐖🔥,4
1747,2341288,"Fried pork chunks, Puerto Rican style",survey_fndds_food,True,True,"Fried pork chunks, Puerto Rican style",🐖🍳🇵🇷,2
1748,2341289,"Pork, roll",survey_fndds_food,True,False,"Pork, roll",🐖🌯,3
1749,2341290,"Canadian bacon, cooked",survey_fndds_food,True,True,"Canadian bacon, cooked",🥓,4
1754,2341295,"Pork bacon, smoked or cured, cooked",survey_fndds_food,True,False,"Pork bacon, smoked or cured",🥓,5
1755,2341296,"Bacon or side pork, fresh, cooked",survey_fndds_food,True,False,"Bacon or side pork, fresh",🥓,5
1757,2341298,"Fat back, cooked",survey_fndds_food,True,True,"Fat back, cooked",🥓,2
1759,2341300,"Pork, ribs",survey_fndds_food,True,False,"Pork, ribs",🐖🍖,4
1760,2341301,"Pork, cracklings",survey_fndds_food,True,False,"Pork, cracklings",🐖🍖,3
1761,2341302,"Pork, ears",survey_fndds_food,True,False,"Pork, ears",🐖👂,1
1762,2341303,"Pork, bones",survey_fndds_food,True,False,"Pork, bones",🐖🦴,4
1763,2341304,"Pork, pig's feet",survey_fndds_food,True,False,"Pork, pig's feet",🐷👣,1
1765,2341306,"Pork, ham hocks",survey_fndds_food,True,False,"Pork, ham hocks",🐷🦴,3
1766,2341307,"Pork, belly",survey_fndds_food,True,False,"Pork, belly",🐖🥞,3
1771,2341312,"Lamb, chop",survey_fndds_food,True,False,"Lamb, chop",🐑🥩,3
1772,2341313,"Lamb, ground",survey_fndds_food,True,False,"Lamb, ground",🐑,3
1774,2341315,"Veal, chop",survey_fndds_food,True,False,"Veal, chop",🍖,3
1775,2341316,"Veal, ground",survey_fndds_food,True,False,"Veal, ground",🍖,3
1777,2341318,Rabbit,survey_fndds_food,True,False,Rabbit,🐰,2
1779,2341320,"Venison, steak",survey_fndds_food,True,False,"Venison, steak",🦌🥩,1
1782,2341323,Moose,survey_fndds_food,True,False,Moose,🦌,1
1784,2341325,Caribou,survey_fndds_food,True,False,Caribou,🦌,1
1785,2341326,Bison,survey_fndds_food,True,False,Bison,🦬,1
1787,2341328,Opossum,survey_fndds_food,True,False,Opossum,🦨,1
1788,2341329,Squirrel,survey_fndds_food,True,False,Squirrel,🐿,1
1789,2341330,Beaver,survey_fndds_food,True,False,Beaver,🦫,1
1790,2341331,Raccoon,survey_fndds_food,True,False,Raccoon,🦝,1
1791,2341332,Armadillo,survey_fndds_food,True,False,Armadillo,🦖,1
1793,2341334,Ostrich,survey_fndds_food,True,False,Ostrich,🦚,1
1826,2341367,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",survey_fndds_food,True,False,"Chicken breast, baked",🍗,5
1828,2341369,"Chicken breast, rotisserie, skin eaten",survey_fndds_food,True,False,"Chicken breast, rotisserie",🍗,4
1830,2341371,"Chicken breast, stewed, skin eaten",survey_fndds_food,True,False,"Chicken breast, stewed",🍗🍲,4
1832,2341373,"Chicken breast, grilled without sauce, skin eaten",survey_fndds_food,True,False,"Chicken breast, grilled without sauce",🐓,4
1834,2341375,"Chicken breast, grilled with sauce, skin eaten",survey_fndds_food,True,False,"Chicken breast, grilled with sauce",🍗🍖🍝,4
1836,2341377,"Chicken breast, sauteed, skin eaten",survey_fndds_food,True,True,"Chicken breast, sauteed",🍗,4
1849,2341390,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",survey_fndds_food,True,False,"Chicken leg, drumstick and thigh",🍗🍗🍗,5
1875,2341416,"Chicken drumstick, grilled without sauce, skin eaten",survey_fndds_food,True,True,"Chicken drumstick, grilled without sauce",🍗🔥,4
1877,2341418,"Chicken drumstick, grilled with sauce, skin eaten",survey_fndds_food,True,True,"Chicken drumstick, grilled with sauce",🍗🔥🍗,4
1879,2341420,"Chicken drumstick, stewed, skin eaten",survey_fndds_food,True,False,"Chicken drumstick, stewed",🍗🍲,4
1881,2341422,"Chicken drumstick, sauteed, skin eaten",survey_fndds_food,True,True,"Chicken drumstick, sauteed",🍗🔥,4
1894,2341435,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",survey_fndds_food,True,False,"Chicken thigh, baked",🍗,4
1897,2341438,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",survey_fndds_food,True,True,"Chicken thigh, baked or broiled",🍗,4
1900,2341441,"Chicken thigh, rotisserie, skin eaten",survey_fndds_food,True,False,"Chicken thigh, rotisserie",🍗,4
1902,2341443,"Chicken thigh, stewed, skin eaten",survey_fndds_food,True,False,"Chicken thigh, stewed",🍗🍲,3
1904,2341445,"Chicken thigh, grilled without sauce, skin eaten",survey_fndds_food,True,True,"Chicken thigh, grilled without sauce",🍗,4
1906,2341447,"Chicken thigh, grilled with sauce, skin eaten",survey_fndds_food,True,True,"Chicken thigh, grilled with sauce",🍗🔥🍝,4
1908,2341449,"Chicken thigh, sauteed, skin eaten",survey_fndds_food,True,True,"Chicken thigh, sauteed",🍗🍳,4
1912,2341453,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",survey_fndds_food,True,True,"Chicken thigh, fried",🍗🔥,4
1922,2341463,"Chicken wing, baked, broiled, or roasted, from raw",survey_fndds_food,True,False,"Chicken wing, baked",🍗,4
1925,2341466,"Chicken wing, rotisserie",survey_fndds_food,True,False,"Chicken wing, rotisserie",🍗,4
1926,2341467,"Chicken wing, stewed",survey_fndds_food,True,False,"Chicken wing, stewed",🍗🥘,3
1927,2341468,"Chicken wing, grilled without sauce",survey_fndds_food,True,False,"Chicken wing, grilled without sauce",🍗,4
1928,2341469,"Chicken wing, grilled with sauce",survey_fndds_food,True,False,"Chicken wing, grilled with sauce",🍗🔥🍯,4
1929,2341470,"Chicken wing, sauteed",survey_fndds_food,True,False,"Chicken wing, sauteed",🍗,4
1930,2341471,"Chicken wing, fried, coated, from raw",survey_fndds_food,True,True,"Chicken wing, fried",🍗🔥,4
1946,2341487,"Chicken, back",survey_fndds_food,True,False,"Chicken, back",🍗,4
1947,2341488,"Chicken, neck or ribs",survey_fndds_food,True,False,"Chicken, neck or ribs",🐓🍖,3
1948,2341489,"Chicken, tail",survey_fndds_food,True,False,"Chicken, tail",🐓,2
1950,2341491,Chicken feet,survey_fndds_food,True,False,Chicken feet,🐓🦶,1
1951,2341492,"Chicken, canned, meat only",survey_fndds_food,True,False,"Chicken, canned",🐓🥫,3
1952,2341493,"Chicken, chicken roll, roasted",survey_fndds_food,True,False,"Chicken, chicken roll",🐓🍗,4
1953,2341494,"Chicken patty, breaded",survey_fndds_food,True,False,"Chicken patty, breaded",🍗🍞,4
1954,2341495,"Chicken fillet, breaded",survey_fndds_food,True,True,"Chicken fillet, breaded",🍗🍞,4
1955,2341496,"Chicken fillet, grilled",survey_fndds_food,True,False,"Chicken fillet, grilled",🍗,4
1956,2341497,"Chicken, ground",survey_fndds_food,True,False,"Chicken, ground",🐔,4
1965,2341506,"Chicken tenders or strips, breaded, from restaurant",survey_fndds_food,True,True,"Chicken tenders or strips, breaded",🐓🍗,5
1969,2341510,"Fried chicken chunks, Puerto Rican style",survey_fndds_food,True,True,"Fried chicken chunks, Puerto Rican style",🍗🇵🇷,3
1971,2341512,"Turkey, light meat, skin not eaten",survey_fndds_food,True,False,"Turkey, light meat",🦃,4
1977,2341518,"Turkey, dark meat, roasted, skin not eaten",survey_fndds_food,True,False,"Turkey, dark meat",🦃,4
1979,2341520,"Turkey, light and dark meat, roasted, skin not eaten",survey_fndds_food,True,False,"Turkey, light and dark meat",🦃,4
1981,2341522,"Turkey, light or dark meat, fried, coated, skin not eaten",survey_fndds_food,True,False,"Turkey, light or dark meat",🦃,5
1984,2341525,"Turkey light or dark meat, stewed, skin eaten",survey_fndds_food,True,False,"Turkey light or dark meat, stewed",🦃🍲,3
1987,2341528,"Turkey, drumstick, cooked, skin not eaten",survey_fndds_food,True,False,"Turkey, drumstick",🦃🍗,4
1992,2341533,"Turkey, thigh, cooked, skin eaten",survey_fndds_food,True,False,"Turkey, thigh",🦃🍗,4
1994,2341535,"Turkey, neck",survey_fndds_food,True,False,"Turkey, neck",🦃,2
1995,2341536,"Turkey, wing, cooked, skin not eaten",survey_fndds_food,True,False,"Turkey, wing",🦃🍗,4
1998,2341539,"Turkey, tail",survey_fndds_food,True,False,"Turkey, tail",🦃🍗,2
1999,2341540,"Turkey, back",survey_fndds_food,True,False,"Turkey, back",🦃,3
2000,2341541,"Turkey, canned",survey_fndds_food,True,True,"Turkey, canned",🦃🥫,2
2001,2341542,"Turkey, ground",survey_fndds_food,True,False,"Turkey, ground",🦃,3
2002,2341543,"Turkey, nuggets",survey_fndds_food,True,False,"Turkey, nuggets",🦃🍗,3
2003,2341544,"Turkey bacon, cooked",survey_fndds_food,True,False,"Turkey bacon, cooked",🦃🥓,4
2004,2341545,"Turkey bacon, reduced sodium, cooked",survey_fndds_food,True,True,"Turkey bacon, reduced sodium",🦃🥓,3
2005,2341546,"Duck, cooked, skin eaten",survey_fndds_food,True,True,"Duck, cooked",🦆,3
2007,2341548,"Duck, roasted, skin eaten",survey_fndds_food,True,False,"Duck, roasted",🦆🔥,3
2009,2341550,"Duck, pressed, Chinese",survey_fndds_food,True,False,"Duck, pressed",🦆,2
2010,2341551,"Goose, wild, roasted",survey_fndds_food,True,False,"Goose, wild",🦢,1
2011,2341552,"Cornish game hen, cooked, skin eaten",survey_fndds_food,True,True,"Cornish game hen, cooked",🐓,3
2013,2341554,"Cornish game hen, roasted, skin eaten",survey_fndds_food,True,True,"Cornish game hen, roasted",🐓🔥,2
2016,2341557,"Dove, fried",survey_fndds_food,True,True,"Dove, fried",🕊🍳,1
2017,2341558,"Quail, cooked",survey_fndds_food,True,True,"Quail, cooked",🦉🍗,1
2018,2341559,"Pheasant, cooked",survey_fndds_food,True,True,"Pheasant, cooked",🦉🍗,1
2021,2341562,"Liver, beef",survey_fndds_food,True,False,"Liver, beef",🍖,2
2022,2341563,"Liver, chicken",survey_fndds_food,True,False,"Liver, chicken",🍗,2
2023,2341564,"Liver, paste or pate",survey_fndds_food,True,True,"Liver, paste or pate",🍖🥣,2
2030,2341571,Tripe,survey_fndds_food,True,False,Tripe,🐄🥩,1
2031,2341572,Chitterlings,survey_fndds_food,True,False,Chitterlings,🥩,1
2035,2341576,"Hot dog, beef",survey_fndds_food,True,False,"Hot dog, beef",🌭🍖,4
2038,2341579,"Hot dog, turkey",survey_fndds_food,True,False,"Hot dog, turkey",🌭🦃,3
2040,2341581,"Beef sausage, reduced fat",survey_fndds_food,True,False,"Beef sausage, reduced fat",🍖🌭,3
2041,2341582,"Beef sausage, reduced sodium",survey_fndds_food,True,False,"Beef sausage, reduced sodium",🍖🌭,3
2042,2341583,Beef sausage with cheese,survey_fndds_food,True,False,Beef sausage with cheese,🍖🌭🧀,4
2045,2341586,"Bratwurst, with cheese",survey_fndds_food,True,False,"Bratwurst, with cheese",🍖🌭🧀,3
2046,2341587,Bologna,survey_fndds_food,True,False,Bologna,🌭,3
2047,2341588,"Bologna, reduced fat",survey_fndds_food,True,True,"Bologna, reduced fat",🍖,3
2048,2341589,"Bologna, reduced sodium",survey_fndds_food,True,True,"Bologna, reduced sodium",🍖,2
2049,2341590,Turkey or chicken and beef sausage,survey_fndds_food,True,False,Turkey or chicken and beef sausage,🦃🐓🍖🌭,4
2050,2341591,Chorizo,survey_fndds_food,True,False,Chorizo,🌭,3
2055,2341596,"Pastrami, made from any kind of meat, reduced fat",survey_fndds_food,True,True,"Pastrami, made from any kind of meat",🥩,3
2057,2341598,"Pepperoni, reduced fat",survey_fndds_food,True,True,"Pepperoni, reduced fat",🌶🍕,3
2058,2341599,"Pepperoni, reduced sodium",survey_fndds_food,True,True,"Pepperoni, reduced sodium",🌶🍕,3
2063,2341604,"Pork sausage, reduced fat",survey_fndds_food,True,False,"Pork sausage, reduced fat",🐖🌭,3
2064,2341605,"Pork sausage, reduced sodium",survey_fndds_food,True,True,"Pork sausage, reduced sodium",🐖🌭,3
2068,2341609,"Salami, made from any type of meat, reduced fat",survey_fndds_food,True,True,"Salami, made from any type of meat",🍖,3
2070,2341611,"Scrapple, cooked",survey_fndds_food,True,True,"Scrapple, cooked",🍖🍳,1
2072,2341613,Turkey or chicken sausage,survey_fndds_food,True,False,Turkey or chicken sausage,🦃🌭🐓,4
2073,2341614,"Turkey or chicken sausage, reduced sodium",survey_fndds_food,True,False,"Turkey or chicken sausage, reduced sodium",🦃🌭,3
2074,2341615,"Turkey or chicken sausage, reduced fat",survey_fndds_food,True,False,"Turkey or chicken sausage, reduced fat",🦃🌭,3
2075,2341616,Turkey or chicken and pork sausage,survey_fndds_food,True,False,Turkey or chicken and pork sausage,🦃🐓🐖🌭,4
2076,2341617,"Turkey or chicken, pork, and beef sausage, reduced sodium",survey_fndds_food,True,False,"Turkey or chicken, pork",🦃🐓🐖,4
2077,2341618,"Vienna sausage, canned",survey_fndds_food,True,True,"Vienna sausage, canned",🌭🥫,2
2097,2341638,"Fish, raw",survey_fndds_food,True,False,"Fish, raw",🐟,3
2103,2341644,"Fish, canned",survey_fndds_food,True,True,"Fish, canned",🐟🥫,2
2104,2341645,"Fish, smoked",survey_fndds_food,True,False,"Fish, smoked",🐟🔥,3
2105,2341646,"Fish, stick",survey_fndds_food,True,False,"Fish, stick",🐟🍢,3
2106,2341647,"Fish, anchovy",survey_fndds_food,True,False,"Fish, anchovy",🐟,2
2107,2341648,"Fish, carp",survey_fndds_food,True,False,"Fish, carp",🐟,2
2109,2341650,"Fish, catfish, baked or broiled",survey_fndds_food,True,False,"Fish, catfish",🐟,3
2115,2341656,"Fish, cod, baked or broiled",survey_fndds_food,True,False,"Fish, cod",🐟,3
2120,2341661,"Fish, croaker",survey_fndds_food,True,False,"Fish, croaker",🐟,1
2121,2341662,"Fish, eel",survey_fndds_food,True,False,"Fish, eel",🐟,2
2123,2341664,"Fish, flounder, baked or broiled",survey_fndds_food,True,False,"Fish, flounder",🐟,2
2129,2341670,"Fish, haddock, baked or broiled",survey_fndds_food,True,False,"Fish, haddock",🐟,3
2134,2341675,"Fish, halibut",survey_fndds_food,True,False,"Fish, halibut",🐟,3
2135,2341676,"Fish, herring",survey_fndds_food,True,False,"Fish, herring",🐟,2
2136,2341677,"Fish, pickled",survey_fndds_food,True,False,"Fish, pickled",🐟🥒,2
2138,2341679,"Fish, mackerel, baked or broiled",survey_fndds_food,True,False,"Fish, mackerel",🐟,2
2143,2341684,"Fish, mullet",survey_fndds_food,True,False,"Fish, mullet",🐟,2
2145,2341686,"Fish, perch, baked or broiled",survey_fndds_food,True,False,"Fish, perch",🐟,2
2150,2341691,"Fish, pike",survey_fndds_food,True,False,"Fish, pike",🐟,2
2152,2341693,"Fish, pompano, baked or broiled",survey_fndds_food,True,False,"Fish, pompano",🐟,2
2157,2341698,"Fish, snapper",survey_fndds_food,True,False,"Fish, snapper",🐟,3
2158,2341699,"Fish, salmon, raw",survey_fndds_food,True,False,"Fish, salmon",🐟🍣,4
2167,2341708,"Fish, sardines, canned",survey_fndds_food,True,False,"Fish, sardines",🐟,2
2169,2341710,"Fish, bass, baked or broiled",survey_fndds_food,True,False,"Fish, bass",🐟,3
2174,2341715,"Fish, shark",survey_fndds_food,True,False,"Fish, shark",🦈,1
2175,2341716,"Fish, swordfish",survey_fndds_food,True,False,"Fish, swordfish",🐟⚔️,3
2177,2341718,"Fish, trout, baked or broiled",survey_fndds_food,True,False,"Fish, trout",🐟,3
2182,2341723,"Fish, tuna, raw",survey_fndds_food,True,False,"Fish, tuna",🐟,4
2187,2341728,"Fish, whiting, baked or broiled",survey_fndds_food,True,False,"Fish, whiting",🐟,2
2193,2341734,"Fish, tilapia, baked or broiled",survey_fndds_food,True,False,"Fish, tilapia",🐟,3
2199,2341740,"Fish, white, mixed species, baked or broiled",survey_fndds_food,True,False,"Fish, white",🐟,3
2205,2341746,Octopus,survey_fndds_food,True,False,Octopus,🐙,2
2206,2341747,Caviar,survey_fndds_food,True,True,Caviar,🐟,1
